Name,ISIN,Symbol,Market,Trading Currency,Open,High,Low,Last,Last Date/Time,Time Zone,Volume,Turnover
CTAC,NL0000345577,CTAC,Euronext Amsterdam,EUR,4.14,4.14,4.04,4.14,20/05/2022 16:56,CET,2077,8402.38
CTC ORD SHARES,NL0015000DC9,CTCA1,Euronext Amsterdam,EUR,9.60,9.60,9.60,9.60,17/05/2022 17:29,CET,93520,897792.00
CTC TREAS SHARES,NL0015000F09,CTCT1,Euronext Amsterdam,EUR,-,-,-,-,-,CET,-,-
CTC WARRANTS,NL0015000DD7,CTCW1,Euronext Amsterdam,EUR,0.14,0.14,0.14,0.14,18/05/2022 17:12,CET,53332,7466.48
CTP,NL00150006R6,CTPNV,Euronext Amsterdam,EUR,13.48,13.74,13.16,13.16,20/05/2022 17:35,CET,95310,1278796.64
CTT CORREIOS PORT,PTCTT0AM0001,CTT,Euronext Lisbon,EUR,3.645,3.735,3.645,3.655,20/05/2022 21:35,BST,652948,2408457.43
CUMULEX,BE0003463685,CLEX,Euronext Brussels,EUR,2.52,2.52,2.52,2.52,16/05/2022 14:23,CET,44,110.88
CUMULEX (ben/win),BE0010026350,-,Euronext Expert Market,EUR,10.00,10.00,10.00,10.00,17/07/2018 11:30,CET,14,140.00
CYBERGUN,FR0014004QR6,ALCYB,Euronext Growth Paris,EUR,0.3896,0.432,0.3752,0.3858,20/05/2022 17:35,CET,3243595,1301306.74
CYBERGUN BSA 2,FR0013340817,CYBBT,Euronext Growth Paris,EUR,0.0005,0.0005,0.0005,0.0005,14/03/2022 09:00,CET,14,0.01
CYBERGUN BSA K1,FR0013507977,CYBK1,Euronext Growth Paris,EUR,0.002,0.002,0.002,0.002,22/03/2022 16:31,CET,2460,4.92
CYBERGUN BSA K2A,FR0013507985,CYBKA,Euronext Growth Paris,EUR,0.003,0.003,0.003,0.003,20/05/2022 10:46,CET,11640,34.92
CYBERGUN BSA K2B,FR0013508009,CYBKB,Euronext Growth Paris,EUR,0.0015,0.0015,0.001,0.001,20/05/2022 16:58,CET,190000,205.00
CYVIZ,NO0010015175,CYVIZ,Euronext Growth Oslo,NOK,37.30,37.30,37.30,37.30,20/05/2022 12:58,CET,23,857.90
D'IETEREN GROUP,BE0974259880,DIE,Euronext Brussels,EUR,154.90,161.40,154.10,154.40,20/05/2022 17:35,CET,101533,15927904.00
D.L.S.I.,FR0010404368,ALDLS,Euronext Growth Paris,EUR,11.50,11.70,11.50,11.55,20/05/2022 14:10,CET,663,7712.20
DALATA HOTEL GP.,IE00BJMZDW83,DHG,Euronext Dublin,EUR,3.95,4.085,3.95,3.95,20/05/2022 21:00,IST,207301,827807.05
DAMARIS,FR0000077885,MLDAM,Euronext Access Paris,EUR,9.80,9.80,9.80,9.80,06/04/2022 16:30,CET,2,19.60
DAMARTEX,FR0000185423,ALDAR,Euronext Growth Paris,EUR,16.80,17.10,16.80,17.10,20/05/2022 17:24,CET,445,7511.45
DANONE,FR0000120644,BN,Euronext Paris,EUR,54.91,55.12,54.39,54.87,20/05/2022 17:35,CET,1587200,87425270.90
DASSAULT AVIATION,FR0014004L86,AM,Euronext Paris,EUR,155.40,156.30,154.00,154.60,20/05/2022 17:35,CET,37402,5796761.10
DASSAULT SYSTEMES,FR0014003TT8,DSY,Euronext Paris,EUR,37.715,38.73,37.70,38.24,20/05/2022 17:35,CET,1075546,41244776.80
DATALEX PLC,IE0000527006,DLE,Euronext Growth Dublin,EUR,0.75,0.768,0.73,0.75,20/05/2022 21:00,IST,2758,2064.40
DBT,FR0013066750,ALDBT,Euronext Growth Paris,EUR,0.0287,0.0294,0.0262,0.0282,20/05/2022 17:35,CET,9316442,259339.01
DBV TECHNOLOGIES,FR0010417345,DBV,Euronext Paris,EUR,2.75,2.83,2.70,2.70,20/05/2022 17:35,CET,167752,463827.83
DECEUNINCK,BE0003789063,DECB,Euronext Brussels,EUR,2.51,2.60,2.51,2.525,20/05/2022 17:35,CET,65278,167571.96
DEE TECH SHARES,FR0014003G01,DEE,Euronext Paris,EUR,9.60,9.90,9.60,9.90,16/05/2022 09:09,CET,674,6662.40
DEE TECH WARRANTS,FR0014003G19,DEEW,Euronext Paris,EUR,0.30,0.30,0.30,0.30,22/12/2021 12:00,CET,1000,300.00
DEEP VALUE DRILLER,NO0010955917,DVD,Euronext Growth Oslo,NOK,16.00,16.10,15.15,15.40,20/05/2022 16:25,CET,246783,3855089.70
DEINOVE,FR0010879056,ALDEI,Euronext Growth Paris,EUR,0.243,0.243,0.24,0.24,20/05/2022 17:29,CET,13457,3244.61
DEKUPLE,FR0000062978,DKUPL,Euronext Paris,EUR,29.60,30.50,29.60,30.40,20/05/2022 17:29,CET,1229,37032.60
DELFINGEN,FR0000054132,ALDEL,Euronext Growth Paris,EUR,48.80,52.40,48.80,51.40,20/05/2022 17:29,CET,2316,117943.50
DELTA DRONE,FR0011522168,ALDR,Euronext Growth Paris,EUR,0.0005,0.0006,0.0005,0.0006,20/05/2022 17:35,CET,25569319,14290.86
DELTA DRONE BSA Y,FR0013400991,ALDBY,Euronext Growth Paris,EUR,0.002,0.002,0.001,0.001,20/05/2022 16:32,CET,5167,9.83
DELTA PLUS GROUP,FR0013283108,ALDLT,Euronext Growth Paris,EUR,79.90,83.20,79.70,83.20,20/05/2022 17:35,CET,859,69677.60
DERICHEBOURG,FR0000053381,DBG,Euronext Paris,EUR,7.72,7.815,7.60,7.62,20/05/2022 17:35,CET,755009,5827364.25
DESERT CONTROL,NO0010963275,DSRT,Euronext Growth Oslo,NOK,31.30,31.90,30.00,31.30,20/05/2022 16:27,CET,58513,1817687.90
DEUTSCHE TELEKOM,DE0005557508,DTEL,Traded not listed Brussels,EUR,18.164,18.312,18.154,18.154,20/05/2022 15:32,CET,38405,684031.02
DEVERNOIS,FR0000060840,ALDEV,Euronext Growth Paris,EUR,11.50,11.50,11.50,11.50,18/05/2022 11:30,CET,20,230.00
DEXIA,BE0974290224,DEXB,Euronext Expert Market,EUR,0.30,0.30,0.30,0.30,29/12/2020 11:30,CET,1163,348.90
DGB GROUP N.V.,NL0009169515,DGB,Euronext Amsterdam,EUR,0.96,0.97,0.96,0.968,20/05/2022 12:26,CET,4905,4740.55
DIAGEO,GB0002374006,DGE,Euronext Paris,EUR,43.40,43.40,43.40,43.40,20/05/2022 16:21,CET,49,2126.60
DIAGEO PLC,GB0002374006,GUI1,Euronext Dublin,EUR,-,-,-,-,-,IST,-,-
DIAGNOSTIC MEDICAL,FR0012202497,ALDMS,Euronext Growth Paris,EUR,1.055,1.06,1.035,1.055,20/05/2022 16:04,CET,6649,7003.38
DIEGEM KENNEDYCERT,BE0003698124,DIEG,Euronext Brussels,EUR,111.00,111.00,111.00,111.00,20/05/2022 11:30,CET,25,2775.00
DIERK. ANTWERP.,BE0036367895,-,Euronext Expert Market,EUR,96.50,96.50,96.50,96.50,15/02/2022 11:30,CET,1,96.50
DIERKUNDE ANTW,BE0026342551,-,Euronext Expert Market,EUR,222.00,222.00,222.00,222.00,08/06/2021 11:30,CET,1,222.00
DISRUPTIVE CAP SHA,GG00BMB5XZ39,DCACS,Euronext Amsterdam,GBP,9.85,10.00,9.85,10.00,17/05/2022 14:01,CET,100740,992399.25
DISRUPTIVE CAP WAR,GG00BMB5XY22,DCACW,Euronext Amsterdam,GBP,0.60,0.60,0.60,0.60,01/02/2022 13:45,CET,2313,1387.80
DISTRI-LAND CERT,BE0003605160,DISL,Euronext Brussels,EUR,197.00,197.00,197.00,197.00,16/05/2022 16:30,CET,25,4925.00
DLT,NO0003055808,DLTX,Oslo Børs,NOK,6.34,7.00,6.34,6.75,20/05/2022 16:25,CET,325173,2170155.34
DMS IMAGING,BE0974289218,DMSIM,Euronext Brussels, Paris,EUR,0.149,0.1565,0.149,0.1565,20/05/2022 15:37,CET,7800,1207.20
DNB BANK,NO0010161896,DNB,Oslo Børs,NOK,185.00,187.50,183.45,187.15,20/05/2022 16:27,CET,1707704,318544971.10
DNO,NO0003921009,DNO,Oslo Børs,NOK,15.70,15.85,15.36,15.36,20/05/2022 16:25,CET,3712253,57803658.89
DNXCORP,FR0010436584,ALDNX,Euronext Growth Paris,EUR,10.30,10.75,10.30,10.75,20/05/2022 14:06,CET,255,2653.75
DOCK.PETR.AMBES AM,FR0000065260,DPAM,Euronext Paris,EUR,476.00,476.00,476.00,476.00,19/05/2022 11:30,CET,1,476.00
DOF,NO0010070063,DOF,Oslo Børs,NOK,1.674,1.97,1.618,1.654,20/05/2022 16:28,CET,26338586,46860839.53
DOLFINES,FR0014004QZ9,ALDOL,Euronext Growth Paris,EUR,0.275,0.2815,0.275,0.276,20/05/2022 17:23,CET,17000,4708.44
DONEGAL INVESTMENT,IE000TIRQBE1,DQ7A,Euronext Growth Dublin,EUR,18.002,18.002,18.00,18.00,13/05/2022 13:54,IST,253,4554.28
DONTNOD,FR0013331212,ALDNE,Euronext Growth Paris,EUR,11.90,11.90,11.70,11.75,20/05/2022 17:35,CET,1307,15443.35
DRONE VOLT,FR0013088606,ALDRV,Euronext Growth Paris,EUR,0.0279,0.031,0.0276,0.0299,20/05/2022 17:35,CET,6436654,190984.65
DRONE VOLT BS26,FR0014007951,BNBS,Euronext Growth Paris,EUR,0.01,0.01,0.01,0.01,13/05/2022 15:21,CET,5000,50.00
DSM KON,NL0000009827,DSM,Euronext Amsterdam,EUR,137.30,139.70,136.05,136.05,20/05/2022 17:35,CET,711126,98296944.65
DYNAFOND,FR0000052920,MLDYN,Euronext Access Paris,EUR,3.96,3.96,3.96,3.96,15/03/2021 11:30,CET,15,59.40
DYNEX ENERGY SA,LU0881232630,MLDYX,Euronext Access Paris,EUR,1.39,1.39,1.39,1.39,31/03/2022 11:33,CET,25,34.75
E PANGO,FR0014004339,ALAGO,Euronext Growth Paris,EUR,4.46,4.47,4.46,4.47,10/02/2022 14:03,CET,121,539.86
E.ON SE,DE000ENAG999,EON,Traded not listed Brussels,EUR,9.90,9.924,9.866,9.866,19/05/2022 15:49,CET,1200,11877.20
EAM SOLAR,NO0010607781,EAM,Euronext Expand Oslo,NOK,9.18,10.00,9.02,10.00,20/05/2022 16:19,CET,6236,62271.24
EASE2PAY NV,NL0000345627,EAS2P,Euronext Amsterdam,EUR,2.645,2.645,2.475,2.50,20/05/2022 17:16,CET,3817,9544.98
EASSON HOLDINGS,HK0000038783,MLEAS,Euronext Access Paris,EUR,0.136,0.136,0.136,0.136,18/05/2022 16:30,CET,80,10.88
EAUX DE ROYAN,FR0007200100,MLEDR,Euronext Access Paris,EUR,92.00,92.00,92.00,92.00,20/05/2022 11:30,CET,1,92.00
EAVS,FR0010536185,MLEAV,Euronext Access Paris,EUR,10.30,10.30,10.30,10.30,05/05/2021 11:30,CET,145,1493.50
EBUSCO HOLDING,NL0015000CZ2,EBUS,Euronext Amsterdam,EUR,24.22,24.84,23.82,23.98,20/05/2022 17:35,CET,55688,1356367.02
ECFC,BE0003783975,-,Euronext Expert Market,EUR,4120.00,4120.00,4120.00,4120.00,26/05/2020 11:30,CET,1,4120.00
ECIT AS B-AKSJER,NO0010939804,ECIT,Euronext Growth Oslo,NOK,6.30,6.30,5.90,5.94,20/05/2022 16:19,CET,726550,4374790.42
ECOLUTIONS,DE000A0XYM45,MLECO,Euronext Access Paris,EUR,1.25,1.25,1.25,1.25,21/12/2016 15:00,CET,100,125.00
ECOMIAM,FR0013534617,ALECO,Euronext Growth Paris,EUR,8.54,8.58,8.54,8.58,20/05/2022 15:03,CET,228,1955.76
ECONOCOM GROUP,BE0974313455,ECONB,Euronext Brussels,EUR,3.60,3.645,3.59,3.635,20/05/2022 17:35,CET,69657,252335.30
ECOONLINE HOLDING,NO0010936891,ECO,Euronext Growth Oslo,NOK,13.00,13.20,11.60,13.20,19/05/2022 16:25,CET,29380,363953.95
ECOSLOPS,FR0011490648,ALESA,Euronext Growth Paris,EUR,8.70,8.78,8.48,8.58,20/05/2022 17:35,CET,2750,23560.78
EDDA WIND,NO0010998529,EWIND,Oslo Børs,NOK,27.60,30.00,27.60,29.60,20/05/2022 16:25,CET,159137,4656108.40
EDENRED,FR0010908533,EDEN,Euronext Paris,EUR,45.11,45.64,45.03,45.24,20/05/2022 17:35,CET,427880,19388170.18
EDF,FR0010242511,EDF,Euronext Paris,EUR,8.30,8.54,8.298,8.408,20/05/2022 17:35,CET,3164906,26843405.72
EDILIZIACROBATICA,IT0005351504,ALEAC,Euronext Growth Paris,EUR,15.50,15.60,15.10,15.10,20/05/2022 17:37,CET,1508,22990.90
EDITIONS DU SIGNE,FR0000052755,MLEDS,Euronext Access Paris,EUR,0.33,0.33,0.33,0.33,12/05/2022 11:30,CET,3498,1154.34
EDP,PTEDP0AM0009,EDP,Euronext Lisbon,EUR,4.691,4.719,4.644,4.664,20/05/2022 21:35,BST,7049578,32989775.76
EDP RENOVAVEIS,ES0127797019,EDPR,Euronext Lisbon,EUR,21.70,22.30,21.64,21.80,20/05/2022 21:35,BST,957739,20984813.34
EDUFORM ACTION,FR0010882886,MLEFA,Euronext Access Paris,EUR,0.925,0.925,0.925,0.925,18/05/2022 11:30,CET,1047,968.48
EDUNIVERSAL,FR0010439265,MLEDU,Euronext Access Paris,EUR,8.42,8.42,8.42,8.42,18/04/2012 15:00,CET,850,7157.00
EES,FR0010945733,MLEES,Euronext Access Paris,EUR,0.282,0.282,0.282,0.282,06/08/2020 16:30,CET,20,5.64
EGIDE,FR0000072373,GID,Euronext Paris,EUR,0.90,0.929,0.90,0.903,20/05/2022 17:08,CET,11475,10475.12
EHC ORD SHARES,NL0015000K10,EHCS,Euronext Amsterdam,EUR,9.50,9.50,9.50,9.50,18/05/2022 16:39,CET,246,2337.00
EHC TREAS SHARES,NL0015000K02,EHCT,Euronext Amsterdam,EUR,-,-,-,-,-,CET,-,-
EHC WARRANTS,NL0015000K28,EHCW,Euronext Amsterdam,EUR,0.25,0.25,0.25,0.25,17/12/2021 10:55,CET,42,10.50
EIDESVIK OFFSHORE,NO0010263023,EIOF,Oslo Børs,NOK,11.00,11.60,10.30,10.60,20/05/2022 16:28,CET,669504,7290906.32
EIFFAGE,FR0000130452,FGR,Euronext Paris,EUR,91.44,91.98,90.44,90.74,20/05/2022 17:35,CET,151082,13754998.60
EKINOPS,FR0011466069,EKI,Euronext Paris,EUR,6.49,6.53,6.46,6.51,20/05/2022 17:35,CET,8514,55233.05
EKOPAK,BE0974380124,EKOP,Euronext Brussels,EUR,18.20,18.20,18.02,18.02,20/05/2022 17:35,CET,1402,25359.82
ELEC.STRASBOURG,FR0000031023,ELEC,Euronext Paris,EUR,104.00,104.50,104.00,104.00,20/05/2022 17:36,CET,835,87242.50
ELECT. MADAGASCAR,FR0000035719,EEM,Euronext Paris,EUR,3.28,3.28,3.28,3.28,03/02/2020 16:30,CET,1034,3391.52
ELECTROMAGNET GEO,NO0010358484,EMGS,Oslo Børs,NOK,2.18,2.25,1.89,1.988,20/05/2022 16:25,CET,2694110,5594426.88
ELEKTROIMPORTØREN,NO0010911902,ELIMP,Euronext Growth Oslo,NOK,62.60,66.00,62.60,63.80,20/05/2022 16:25,CET,22685,1453100.40
ELIA GROUP,BE0003822393,ELI,Euronext Brussels,EUR,154.40,155.60,152.50,154.60,20/05/2022 17:35,CET,92961,14294861.70
ELIOR GROUP,FR0011950732,ELIOR,Euronext Paris,EUR,2.90,2.944,2.80,2.834,20/05/2022 17:39,CET,1140990,3276158.72
ELIS,FR0012435121,ELIS,Euronext Paris,EUR,14.65,14.94,14.62,14.72,20/05/2022 17:35,CET,268603,3965693.49
ELKEM,NO0010816093,ELK,Oslo Børs,NOK,37.94,38.48,37.58,37.94,20/05/2022 16:25,CET,913474,34720808.42
ELLIPTIC LABORATOR,NO0010722283,ELABS,Oslo Børs,NOK,18.32,19.30,18.32,19.06,20/05/2022 16:25,CET,160387,3043336.94
ELMERA GROUP,NO0010815673,ELMRA,Oslo Børs,NOK,23.80,24.00,23.20,23.26,20/05/2022 16:25,CET,723044,16992581.60
ELOP,NO0010864036,ELOP,Euronext Growth Oslo,NOK,2.15,2.195,2.10,2.14,20/05/2022 16:18,CET,230069,494201.61
ELOPAK,NO0011002586,ELO,Oslo Børs,NOK,15.20,16.04,15.20,15.90,20/05/2022 16:27,CET,200640,3183790.46
EMBENTION,ES0105639001,MLUAV,Euronext Access Paris,EUR,4.54,4.54,4.54,4.54,28/04/2022 00:00,CET,-,-
EMD MUSIC,BE0003849669,EMD,Euronext Expert Market,EUR,1.30,1.30,1.30,1.30,24/07/2018 11:30,CET,600,780.00
EMOVA GROUP,FR0013356755,ALEMV,Euronext Growth Paris,EUR,1.52,1.52,1.52,1.52,20/05/2022 09:00,CET,1,1.52
EMULATION,BE0024644065,-,Euronext Expert Market,EUR,253.34,253.34,253.34,253.34,19/09/2017 11:30,CET,5,1266.70
ENCRES DUBUIT,FR0004030708,ALDUB,Euronext Growth Paris,EUR,3.70,3.89,3.70,3.89,20/05/2022 17:35,CET,951,3647.60
ENDÚR,NO0010379779,ENDUR,Oslo Børs,NOK,0.65,0.669,0.59,0.61,20/05/2022 16:27,CET,4212032,2590610.80
ENENSYS,FR0013330792,ALNN6,Euronext Growth Paris,EUR,0.93,0.992,0.93,0.952,20/05/2022 15:38,CET,21837,20996.31
ENERGISME,FR0013399359,ALNRG,Euronext Growth Paris,EUR,0.854,0.89,0.836,0.863,20/05/2022 17:35,CET,30567,26432.66
ENERTIME,FR0011915339,ALENE,Euronext Growth Paris,EUR,1.68,1.80,1.652,1.80,20/05/2022 17:35,CET,55610,96191.90
ENGAGE XR HOLDINGS,IE00BG0HDR01,EXR,Euronext Growth Dublin,EUR,0.15,0.15,0.15,0.15,20/05/2022 16:09,IST,100,15.00
ENGIE,FR0010208488,ENGI,Euronext Paris, Brussels,EUR,12.546,12.81,12.514,12.642,20/05/2022 17:35,CET,8241479,104005426.15
ENI,IT0003132476,ENI,Traded not listed Brussels,EUR,13.85,14.12,13.702,14.062,20/05/2022 17:35,CET,3838,53863.10
ENOGIA,FR0014004974,ALENO,Euronext Growth Paris,EUR,8.08,8.08,8.08,8.08,20/05/2022 10:39,CET,28,226.24
ENSURGE MICROPOWER,NO0012450008,ENSU,Oslo Børs,NOK,2.45,2.7095,2.45,2.526,20/05/2022 16:25,CET,692181,1826923.59
ENTECH,FR0014004362,ALESE,Euronext Growth Paris,EUR,6.64,6.70,6.55,6.56,20/05/2022 15:33,CET,1559,10319.07
ENTP ORD SHARES,NL0015000F82,ENTPA,Euronext Amsterdam,EUR,10.00,10.00,10.00,10.00,04/05/2022 10:12,CET,1,10.00
ENTP TREAS SHARES,NL0015000F90,ENTPT,Euronext Amsterdam,EUR,-,-,-,-,-,CET,-,-
ENTP WARRANTS,NL0015000FD2,ENTPW,Euronext Amsterdam,EUR,0.25,0.4868,0.25,0.4868,18/11/2021 12:25,CET,43867,12150.75
ENTRA,NO0010716418,ENTRA,Oslo Børs,NOK,149.90,150.70,147.10,147.10,20/05/2022 16:25,CET,100449,14851616.60
ENTREPARTICULIERS,FR0010424697,ALENT,Euronext Growth Paris,EUR,2.40,2.40,2.355,2.395,20/05/2022 16:46,CET,2418,5764.23
ENTREPRENDRE,FR0000045122,ALENR,Euronext Growth Paris,EUR,5.80,5.80,5.80,5.80,18/05/2022 11:30,CET,130,754.00
ENVIPCO,NL0015000GX8,ENVI,Euronext Amsterdam,EUR,2.69,2.69,2.69,2.69,20/05/2022 16:52,CET,200,538.00
ENVIPCO HOLDING,NL0015000GX8,ENVIP,Euronext Growth Oslo,NOK,26.00,28.00,26.00,28.00,19/05/2022 14:48,CET,215,5620.00
EO2,FR0010465534,ALEO2,Euronext Growth Paris,EUR,4.60,4.60,4.48,4.60,20/05/2022 17:28,CET,396,1805.64
EPIC Ord Shares,KYG3166N1060,EPIC,Euronext Amsterdam,EUR,10.00,10.00,10.00,10.00,05/05/2022 16:04,CET,1,10.00
EPIC WARRANTS,KYG3166N1144,EPICW,Euronext Amsterdam,EUR,0.15,0.15,0.15,0.15,11/03/2022 16:38,CET,558,83.70
EQUINOR,NO0010096985,EQNR,Oslo Børs,NOK,335.90,340.90,333.10,336.60,20/05/2022 16:27,CET,3896012,1310610975.20
EQUITY BCDC,CG000A0BKQF7,-,Euronext Expert Market,EUR,34.80,34.80,34.80,34.80,05/10/2021 11:30,CET,30,1044.00
ERAMET,FR0000131757,ERA,Euronext Paris,EUR,137.00,139.80,134.50,135.50,20/05/2022 17:35,CET,60607,8308080.00
EROLD,FR0010211037,ALPLA,Euronext Growth Paris,EUR,0.954,0.956,0.934,0.94,20/05/2022 16:23,CET,1531,1444.57
ERYTECH PHARMA,FR0011471135,ERYP,Euronext Paris,EUR,1.15,1.179,1.112,1.152,20/05/2022 17:35,CET,58649,67528.49
ESG CORE INVEST,NL00150006O3,ESG,Euronext Amsterdam,EUR,9.54,9.58,9.54,9.56,20/05/2022 16:07,CET,1662,15886.32
ESG CORE TREAS SHA,NL00150006Q8,ESGT,Euronext Amsterdam,EUR,-,-,-,-,-,CET,-,-
ESG CORE WARRANTS,NL00150006P0,ESGWA,Euronext Amsterdam,EUR,0.25,0.25,0.25,0.25,25/04/2022 09:00,CET,18,4.50
ESI GROUP,FR0004110310,ESI,Euronext Paris,EUR,66.20,66.20,65.00,65.80,20/05/2022 17:35,CET,1249,82176.40
ESKER,FR0000035818,ALESK,Euronext Growth Paris,EUR,144.80,147.70,143.80,145.20,20/05/2022 17:35,CET,14779,2157907.00
ESPERITE,NL0009272137,ESP,Euronext Amsterdam, Paris,EUR,0.0226,0.0226,0.0204,0.0224,20/05/2022 16:33,CET,264791,5575.55
ESSILORLUXOTT NV22,FR0014007HJ5,ELNV,Euronext Paris,EUR,-,-,-,-,-,CET,-,-
ESSILORLUXOTTICA,FR0000121667,EL,Euronext Paris,EUR,145.95,148.25,145.00,146.60,20/05/2022 17:35,CET,919698,137426950.68
ESSO,FR0000120669,ES,Euronext Paris,EUR,63.00,63.80,57.00,58.20,20/05/2022 17:35,CET,48832,2909872.40
ESTORIL SOL N,PTESO0AM0000,ESON,Euronext Lisbon,EUR,5.95,5.95,5.95,5.95,18/05/2022 20:30,BST,1,5.95
ETEX,BE0941244536,-,Euronext Expert Market,EUR,23.00,23.00,23.00,23.00,10/05/2022 11:30,CET,2560,58880.00
EUPEN FINANZ,BE0049483135,-,Euronext Expert Market,EUR,151.10,151.10,151.10,151.10,28/07/2015 11:30,CET,348,52582.80
EURASIA FONC INV,FR0000061475,EFI,Euronext Paris,EUR,0.266,0.266,0.266,0.266,11/05/2022 16:30,CET,1,0.27
EURASIA GROUPE,FR0010844001,ALEUA,Euronext Growth Paris,EUR,4.42,4.42,3.98,4.34,20/05/2022 17:04,CET,316,1268.32
EURAZEO,FR0000121121,RF,Euronext Paris,EUR,69.75,70.45,67.60,69.95,20/05/2022 17:35,CET,147542,10306100.60
EUREKING SHARES,FR0014009ON9,KINGS,Euronext Paris,EUR,10.00,10.00,10.00,10.00,20/05/2022 13:42,CET,10,100.00
EUREKING WARRANTS,FR0014009OX8,KINGW,Euronext Paris,EUR,0.20,0.20,0.20,0.20,16/05/2022 11:13,CET,60000,12000.00
EURO RESSOURCES,FR0000054678,EUR,Euronext Paris,EUR,3.21,3.26,3.21,3.21,20/05/2022 17:28,CET,24090,78150.21
EUROAPI,FR0014008VX5,EAPI,Euronext Paris,EUR,13.398,13.398,13.058,13.068,20/05/2022 17:35,CET,502383,6441144.57
EUROBIO-SCIENTIFIC,FR0013240934,ALERS,Euronext Growth Paris,EUR,19.57,19.85,19.47,19.76,20/05/2022 17:35,CET,12062,237399.55
EUROCASTLE INVEST.,GB00B94QM994,ECT,Euronext Amsterdam,EUR,8.80,8.85,8.60,8.60,20/05/2022 11:42,CET,1250,10949.60
EUROCOMMERCIAL,NL0015000K93,ECMPA,Euronext Amsterdam, Brussels,EUR,22.10,22.68,22.10,22.36,20/05/2022 17:35,CET,239219,5350377.32
EUROFINS CEREP,FR0013256518,ALECR,Euronext Growth Paris,EUR,20400.00,20400.00,20400.00,20400.00,16/05/2022 11:30,CET,1,20400.00
EUROFINS SCIE NV22,FR0014006O73,ERFNV,Euronext Paris,EUR,84.50,85.00,84.50,85.00,20/05/2022 16:30,CET,5600,474200.00
EUROFINS SCIENT.,FR0014000MR3,ERF,Euronext Paris,EUR,85.62,86.90,84.90,85.50,20/05/2022 17:35,CET,333220,28613911.58
EUROLAND CORPORATE,FR0010157115,MLERO,Euronext Access Paris,EUR,3.00,3.00,3.00,3.00,19/05/2022 11:30,CET,10,30.00
EUROLOG CANOLA,ES0105586004,MLCAN,Euronext Access Paris,EUR,1320.00,1320.00,1320.00,1320.00,11/08/2021 00:00,CET,-,-
EUROMEDIS GROUPE,FR0000075343,ALEMG,Euronext Growth Paris,EUR,5.90,6.11,5.90,6.11,20/05/2022 14:29,CET,3328,20186.81
EURONAV,BE0003816338,EURN,Euronext Brussels,EUR,11.09,11.17,10.91,10.99,20/05/2022 17:35,CET,329097,3696284.29
EURONEXT,NL0006294274,ENX,Euronext Paris, Amsterdam, Brussels,EUR,77.46,78.90,76.78,78.90,20/05/2022 17:39,CET,393008,33631861.80
EURONEXT,NL0006294274,ENXP,Euronext Lisbon,EUR,-,-,-,-,-,BST,-,-
EUROPACORP,FR0010490920,ALECP,Euronext Growth Paris,EUR,0.458,0.506,0.435,0.50,20/05/2022 17:35,CET,38980,18860.58
EUROPCAR MOBILITY,FR0012789949,EUCAR,Euronext Paris,EUR,0.504,0.507,0.504,0.5068,20/05/2022 17:38,CET,937323,474498.78
EUROPLASMA,FR0013514114,ALEUP,Euronext Growth Paris,EUR,0.0104,0.0145,0.0104,0.0124,20/05/2022 17:35,CET,74187004,932846.77
EUROPRIS,NO0010735343,EPR,Oslo Børs,NOK,48.50,48.50,47.02,47.08,20/05/2022 16:25,CET,327364,15556483.90
EUTELSAT COMMUNIC.,FR0010221234,ETL,Euronext Paris,EUR,10.95,11.02,10.85,10.92,20/05/2022 17:35,CET,331485,3618026.91
EVERFUEL,DK0061414711,EFUEL,Euronext Growth Oslo,NOK,63.00,65.90,59.30,59.50,20/05/2022 16:25,CET,20912,1271343.70
EVERGREEN,FR0000035784,EGR,Euronext Paris,EUR,2.84,2.85,2.82,2.85,20/05/2022 17:22,CET,1855,5276.21
EVERSET,FR0000044745,MLEVE,Euronext Access Paris,EUR,0.406,0.406,0.406,0.406,22/03/2021 11:30,CET,6535,2653.21
EVOLIS,FR0004166197,ALTVO,Euronext Growth Paris,EUR,27.60,27.60,26.80,26.80,20/05/2022 16:39,CET,121,3268.40
EVS BROADC.EQUIPM.,BE0003820371,EVS,Euronext Brussels,EUR,20.40,20.45,20.15,20.15,20/05/2022 17:35,CET,3483,70650.75
EXACOMPTA CLAIREF.,FR0000064164,ALEXA,Euronext Growth Paris,EUR,98.00,100.00,98.00,100.00,20/05/2022 16:30,CET,73,7210.00
EXACT THERAPEUTICS,NO0010852213,EXTX,Euronext Growth Oslo,NOK,19.00,19.00,19.00,19.00,12/05/2022 09:45,CET,15,285.00
EXCLUSIVE NETWORKS,FR0014005DA7,EXN,Euronext Paris,EUR,18.60,18.80,18.34,18.40,20/05/2022 17:35,CET,1229,22871.74
EXEL INDUSTRIES,FR0004527638,EXE,Euronext Paris,EUR,58.40,58.60,57.80,58.20,20/05/2022 17:35,CET,210,12228.60
EXMAR,BE0003808251,EXM,Euronext Brussels,EUR,5.20,5.34,5.08,5.08,20/05/2022 17:35,CET,39877,207098.66
EXPLOSIFS PROD.CHI,FR0014003AQ4,EXPL,Euronext Paris,EUR,59.00,59.00,59.00,59.00,20/05/2022 11:30,CET,4,236.00
FACEPHI,ES0105029005,ALPHI,Euronext Growth Paris,EUR,2.79,2.79,2.79,2.79,20/05/2022 09:00,CET,1,2.79
